listing_id;description;room_type;price;neighborhood_full;host_name;last_review
28999699;ÌïúÏÑ± ÈüìÂüé Han B (2F);Private room;48 dollars;Queens, Flushing;Kane;21/06/2028
29000338;Shared Room 4 FEMALE Guests 30mins to Manhattan-4;SHARED ROOM;50 dollars;Brooklyn, Sheepshead Bay;Abby;21/05/2017
29001222;Modern, Stylish and Peaceful Sanctuary;Entire home/apt;80 dollars;Manhattan, Washington Heights;John;21/06/2028
29002099;Cozy sunlit Little Italy apartment!;Private room;95 dollars;Manhattan, Little Italy;Alexandra;21/06/2023
29002824;Cozy Private Room in East Village;Private room;90 dollars;Manhattan, East Village;Matt;21/01/2007
29004967;Large, sunny WBurg  apartment steps from L train;entire home/apt;85 dollars;Brooklyn, Williamsburg;Andrew;21/07/2001
29005507;Sunny and Convenient Park Slope Room;private room;85 dollars;Brooklyn, South Slope;Jana;21/05/1930
29007491;Williamsburg 2 bedrooms 1 bathroom Private entry;Entire home/apt;175 dollars;Brooklyn, Williamsburg;Elizabeth;21/06/2024
29008272;ASTORIA ROOM  very nice with  Balcony N/W train;Private room;80 dollars;Queens, Astoria;Marco;21/05/2026
29008767;FT GREENE STUDIO (1BD FEEL) NEAR ALL SUBWAYS;Entire home/apt;134 dollars;Brooklyn, Fort Greene;Shearly;21/05/2026
29012563;Your Sanctuary in the city;Private room;60 dollars;Brooklyn, Williamsburg;JenJoy;21/06/2028
29013947;Beautiful Bedroom in Bushwick, Brooklyn!;private room;74 dollars;Brooklyn, Bushwick;Maria;21/06/1930
29014353;Ensuite bathroom paradise;Private room;69 dollars;Brooklyn, Carroll Gardens;Catalina;21/04/2024
29015079;Sunny, Modern Williamsburg Condo Steps from Train;Entire home/apt;160 dollars;Brooklyn, Williamsburg;John;21/07/2002
29015492;1Comfortable Shared Apt in Hell‚Äôs Kitchen;Shared room;65 dollars;Manhattan, Hell's Kitchen;R.Henry;21/06/2023
29016112;Cozy Newly Apartment Close To Manhattan;ENTIRE HOME/APT;128 dollars;Queens, Jackson Heights;Jamie;21/06/2028
29016146;Ex-Large 2 Bedroom Apartment Harlem Delight!;Entire home/apt;250 dollars;Manhattan, Harlem;Curtiss;21/06/2002
29016907;Queens home in quiet neighborhood Room 2;Private room;45 dollars;Queens, St. Albans;Maria;21/06/1930
29025649;Spacious, Cozy, ENTIRE One Bedroom Apartment;Entire home/apt;100 dollars;Brooklyn, Sunset Park;Irina;21/05/1931
29027131;COOL URBAN COMFORT - ARTSY BUSHWICK;Private room;65 dollars;Brooklyn, Williamsburg;Ben And Madi;21/01/2012
29027853;Bright, spacious room with breakfast in New York;Private room;120 dollars;Manhattan, Harlem;Heidrun;21/03/2026
29028668;Beautiful Large NYC 1 Bedroom With Views;ENTIRE HOME/APT;135 dollars;Manhattan, Morningside Heights;Mike;21/06/2008
29028761;#5 Quadruple private bedroom for 1-4 people;Private room;42 dollars;Bronx, Mott Haven;Tsotne (Tut);21/07/2001
29031273;Cozy Artists Apartment in Central Harlem;Private room;66 dollars;Manhattan, East Harlem;Dmitri;21/06/2020
29034966;Modern Brooklyn Studio By The Beach;Entire home/apt;80 dollars;Brooklyn, Brighton Beach;Bruno;21/07/2004
29035769;Clinton Hill Sunny Room;PRIVATE ROOM;55 dollars;Brooklyn, Clinton Hill;Mariana;21/01/2005
29035989;CAMAROTE SOLO PARA MUJERES/HABITACI?ìN COMPARTIDA;Shared room;40 dollars;Queens, Corona;Jessy & Christian;21/06/2009
29036763;15 minutes to Manhattan, Times square;private room;70 dollars;Queens, Long Island City;Chad;21/07/2007
29037043;CB3 BROOKLYN;PRIVATE ROOM;72 dollars;Brooklyn, Bedford-Stuyvesant;Kian;21/05/2023
29037141;PRIVATE SINGLES CLEAN BEDROOM NY 6 TRAIN NO CURFEW;PRIVATE ROOM;38 dollars;Bronx, Soundview;Alicia;21/04/2021
29037276;Affordable 5-P Room n Private bath;PRIVATE ROOM;45 dollars;Brooklyn, Borough Park;Ling;21/05/2026
29037483;Bronx Suite;private room;79 dollars;Bronx, Mott Haven;Francisco;21/01/2002
29037588;Spacious Apartment Located By Central Park;entire home/apt;295 dollars;Manhattan, Upper West Side;Jon;21/06/2018
29038532;Cozy Nest in the heart of Williamsburg Brooklyn;Entire home/apt;120 dollars;Brooklyn, Williamsburg;Noriko;21/06/2028
29038655;Small Cozy Room in Astoria, Queens;private room;55 dollars;Queens, Astoria;Yasha;21/01/2002
29039497;Apartment by Central Park;PRIVATE ROOM;70 dollars;Manhattan, Upper West Side;Maria;21/05/1931
29039647;"ENJOY MANHATTAN
NEAR TO YANKE STADIUM";private room;120 dollars;Bronx, Mott Haven;Ociel;21/06/2028
29041626;Cosy room with Queen bed;Private room;90 dollars;Queens, Woodside;Paul;21/05/2018
29043928;Brooklyn Sanctuary;private room;125 dollars;Brooklyn, East Flatbush;Parrish;21/01/2001
29051174;Hidden Gem in the Upper East Side;entire home/apt;135 dollars;Manhattan, Upper East Side;Michele;21/03/2012
29051227;1BR in a Stunning LES apt -W/D /2Bath-Top Location;Private room;120 dollars;Manhattan, Lower East Side;Orit;21/01/2002
29051948;Industrial Loft Living in NYC;entire home/apt;81 dollars;Bronx, Mott Haven;Drew;21/05/2028
29052179;Entire suite with breathtaking views of NYC;entire home/apt;850 dollars;Manhattan, Theater District;Simi;21/06/2019
29054423;Spacious bedroom near to subway;Private room;68 dollars;Queens, Jackson Heights;Robertina;21/07/2007
29054576;New York on the Ocean;entire home/apt;105 dollars;Brooklyn, Brighton Beach;Elena;21/06/2024
29054973;Jul Discount! Beautiful Apartment for 3 in NYC;Entire home/apt;200 dollars;Manhattan, Harlem;Susan;21/06/2018
29055747;British Room @ Columbia Uni.;Private room;75 dollars;Manhattan, Morningside Heights;Elif;21/06/2023
29056566;Pretty Williamsburg Loft;Entire home/apt;215 dollars;Brooklyn, Williamsburg;Jovenne Naldrey;21/06/2026
29058075;Quaint Bedroom in Forest Hills;Private room;150 dollars;Queens, Forest Hills;Nadia;21/01/2007
29058512;Modern East Village Apt - Available Last Minute;entire home/apt;112 dollars;Manhattan, East Village;Adam;21/04/2021
29058736;Spacious Basement Bedroom in Duplex w/ yard access;private room;42 dollars;Brooklyn, Bushwick;Cj;21/01/2021
29058814;Designer Studio with Private Terrace;entire home/apt;80 dollars;Manhattan, Upper West Side;Jessica;21/03/2003
29059214;Comfy Van;ENTIRE HOME/APT;89 dollars;Manhattan, SoHo;Meng;21/06/1930
29059334;BSM.1. Shered room for 4-5 guests;SHARED ROOM;25 dollars;Brooklyn, Prospect-Lefferts Gardens;Levi;21/06/2007
29059533;4th floor art;Entire home/apt;120 dollars;Manhattan, Washington Heights;Dionyssios;21/06/2023
29059768;Gramercy 3 Bedroom - Central to Everything! #10294;Entire home/apt;350 dollars;Manhattan, Gramercy;Dylan;21/07/2005
29059870;Hostel - Twin-sized Bed in Shared Room in Brooklyn;Shared room;25 dollars;Brooklyn, Bushwick;Nick;21/06/2005
29060392;Spacious Bedroom for 2 w/ washer/dryer + backyard;Private room;85 dollars;Brooklyn, Bushwick;Rafael;21/06/2009
29060585;Hostel - Full-sized Bed in Shared Room in Brooklyn;Shared room;25 dollars;Brooklyn, Bushwick;Nick;21/06/2023
29061500;Cozy waterfront studio in downtown Manhattan.;entire home/apt;200 dollars;Manhattan, Battery Park City;Daniela;21/01/2001
29063413;Large luxury 1 BR with views, greenwich village!;Entire home/apt;350 dollars;Manhattan, Greenwich Village;Tracey;21/05/2019
29063485;‚òÖ Your Cozy Home I Taxi Service I Backyard ‚òÖ;Entire home/apt;78 dollars;Brooklyn, Canarsie;Denise;21/06/2016
29072168;Amazing Room w/ Private Bathroom - Near to Subway;PRIVATE ROOM;55 dollars;Brooklyn, Bedford-Stuyvesant;John;21/04/2028
29073059;Fun in the Financial District;shared room;150 dollars;Manhattan, Financial District;Stephanie;21/06/2018
29074124;Private bedroom close to Times Square, Manhattan;Private room;100 dollars;Manhattan, Hell's Kitchen;Jose;21/06/2010
29074233;A Cozy Beautiful  Brooklyn Overlooking Park space;ENTIRE HOME/APT;80 dollars;Brooklyn, Crown Heights;Meir;21/07/2004
29075468;Modern room in Williamsburg;private room;67 dollars;Brooklyn, Williamsburg;Maxim;21/01/2013
29075705;Convenient room in Williamsburg;Private room;66 dollars;Brooklyn, Williamsburg;Maxim;21/06/2023
29075810;COZY Single Bed @Williamsburg NY Lorimer Ltrain!;Private room;95 dollars;Brooklyn, Williamsburg;Mala;21/04/2015
29078251;Park Avenue midtown apartment, walk to everything;Shared room;800 dollars;Manhattan, Murray Hill;Dc;21/06/2027
29079293;Luxury pied-?†-terre in Carroll Gdns carriage hse;Entire home/apt;175 dollars;Brooklyn, Carroll Gardens;Amanda;21/05/2025
29079912;Cozy place to stay 7 minutes from Manhattan...;Private room;100 dollars;Queens, Astoria;Elizabete;21/05/2020
29081010;ÈáëËâ?‰?äÊàø;private room;70 dollars;Queens, Flushing;Jun Jun;21/06/2004
29081056;Cozy & Large NYC Private Suite!;Private room;80 dollars;Bronx, Olinville;Bradley;21/05/2003
29081059;Doris‚Äôs Fresh House;Private room;60 dollars;Queens, College Point;Lee;21/07/2001
29081201;Entire Space -  Large Apartment - Clean 2&5 Trains;ENTIRE HOME/APT;89 dollars;Brooklyn, Flatbush;Godlove;21/06/2008
29081288;Great home stay,Manhattan Barclay Center 25minutes;PRIVATE ROOM;90 dollars;Brooklyn, East Flatbush;Dadrine;21/06/2002
29081547;Cozy renovated NYC Gateway - 7 min M/R Train (2);PRIVATE ROOM;53 dollars;Queens, Woodside;Omar;21/06/2019
29082165;Luxurious Huge Room Same Street As The Subway!;Private room;90 dollars;Brooklyn, Bedford-Stuyvesant;Isabela;21/06/2024
29082372;MJS HOME;entire home/apt;60 dollars;Queens, Queens Village;Murat;21/06/2017
29082508;Entire Brooklyn apartment, safe, quiet with garden;entire home/apt;125 dollars;Brooklyn, Midwood;Charlotte & Aaron;21/06/2023
29083751;PRIME LOCATION CLEAN SOHO PRIVATE ROOM 2 BEDROOM;private room;115 dollars;Manhattan, SoHo;Jonathan;21/06/2012
29090040;Riverside doorman and concierge;ENTIRE HOME/APT;138 dollars;Manhattan, Upper West Side;Martin;21/07/2003
29094342;Near JFK air train nice spot;PRIVATE ROOM;60 dollars;Queens, Jamaica;Tony;21/03/2009
29095078;Beautiful room in Sunset Park;Private room;112 dollars;Brooklyn, Sunset Park;Kirstie;21/05/2002
29095217;Charming Brooklyn 2 Bedroom w/Character;Entire home/apt;140 dollars;Brooklyn, East Flatbush;Matthew;21/07/2002
29096295;Clinton Hill loft for your creative side.;Entire home/apt;100 dollars;Brooklyn, Bedford-Stuyvesant;Matthew;21/01/2009
29096312;Rose in Spanish Harlem 2;Private room;120 dollars;Manhattan, East Harlem;Willie;21/06/2018
29097472;Unique bohemian modern apartment;Entire home/apt;275 dollars;Brooklyn, Williamsburg;Kimbe;21/05/2008
29098862;Quite room. 15 mins to JFK & 20 mins to Manhattan;Private room;80 dollars;Brooklyn, Cypress Hills;Michael;21/01/2002
29100541;Private Room, Bath & Entry w/ Free Parking in NYC;Entire home/apt;99 dollars;Queens, Forest Hills;Suket;21/07/2001
29101869;Sunny apartment with piano + yard!;Entire home/apt;85 dollars;Brooklyn, Bedford-Stuyvesant;Natalia;21/07/2001
29102760;Split level walk-in Masterbedroom;Private room;79 dollars;Queens, East Elmhurst;Rafael;21/06/2002
29103275;Central park lovely cozy room;private room;100 dollars;Manhattan, Upper East Side;Leona;21/07/2003
29103450;Beautiful cosy room in a Luxury Building;private room;87 dollars;Brooklyn, Bedford-Stuyvesant;Chantou;21/01/2002
29104593;Upper East Side Cozy Private Room;Private room;100 dollars;Manhattan, Upper East Side;Leona;21/06/2029
29104786;Amazing room for your  holidays;Private room;56 dollars;Manhattan, Harlem;Luca;21/06/2022
29105065;Private Crown Heights bedroom near 2/5 Trains;Private room;70 dollars;Brooklyn, Prospect-Lefferts Gardens;Alan;21/04/2019
29105563;Charming Brooklyn 1 Bedroom Apartment w/Character;Entire home/apt;120 dollars;Brooklyn, East Flatbush;Matthew;21/07/2001
29105864;Cozy UES studio;Entire home/apt;155 dollars;Manhattan, Upper East Side;Adriana;21/06/2021
29105910;HABITACION PRIVADA PARA TI EN NYC.. PRIVATE ROOM;private room;39 dollars;Bronx, Fordham;Nahi;21/06/2022
29109909;Cozy financial district manhattan spot;Entire home/apt;220 dollars;Manhattan, Financial District;Melli;21/06/2006
29113996;Lovely double bedroom in the centre of it all;private room;106 dollars;Manhattan, Chinatown;Bianca;21/05/2025
29117381;Queen bed behind living room curtain, cheap, good;SHARED ROOM;40 dollars;Queens, Rego Park;Sifan;21/07/2003
29117643;Cultured NYC 2.0;Private room;48 dollars;Bronx, Fordham;Mariela;21/04/2013
29123516;Private Bathroom & Bedroom in Williamsburg;Private room;68 dollars;Brooklyn, Williamsburg;Joel;21/03/1931
29124172;Private room by LGA, Citifield and near Manhattan.;private room;49 dollars;Queens, Jackson Heights;Irwing;21/04/2023
29124414;Large 2 Bedroom Gem;Entire home/apt;185 dollars;Brooklyn, Crown Heights;Marta;21/06/2016
29124476;Lovely private bedroom in Manhattan;private room;50 dollars;Manhattan, Inwood;Andres;21/07/2007
29126587;QUEEN BED - GREAT LOCATION NEXT TO METRO;Private room;65 dollars;Brooklyn, Bedford-Stuyvesant;Nadine;21/05/2013
29126674;HUGE Art-Loft Warehouse in Bushwick, Brooklyn;Entire home/apt;120 dollars;Brooklyn, Bushwick;Cristóbal;21/04/2021
29126779;One Bdrm Apt w/ Extraordinary Views of Downtown;Entire home/apt;230 dollars;Manhattan, Financial District;Solina;21/05/2026
29127425;Modern huge room in Brooklyn;Private room;60 dollars;Brooklyn, Bedford-Stuyvesant;Oriana Alexandra;21/01/2001
29127613;Small & comfy Bedroom near Brooklyn college.;Private room;60 dollars;Brooklyn, Flatbush;Monika;21/06/2010
29128941;Private room in a Bohemian Bushwick Loft! c;Private room;60 dollars;Brooklyn, Williamsburg;Yury;21/06/1930
29129018;AFFORDABLE ROOM, 5 MINUTES TO MANHATTAN!;Private room;60 dollars;Brooklyn, Williamsburg;Analia;21/06/2021
29129256;Large Shared Studio (your own bed) - Luxury+Views!;shared room;79 dollars;Manhattan, Upper West Side;Wayne;21/07/2001
29129902;Upper West Side, 1800 sq/ft private apartment;Entire home/apt;275 dollars;Manhattan, Upper West Side;Jasmine;21/07/2001
29130366;Amazing place close to all;Entire home/apt;220 dollars;Manhattan, East Harlem;Max/Patti;21/06/1930
29130381;24 Lex Prime Location of East NYC 15min to TimeSq;entire home/apt;95 dollars;Manhattan, Kips Bay;Stella;21/06/2022
29130838;Cozy 1bd in Kensington;Entire home/apt;130 dollars;Brooklyn, Kensington;Alena;21/05/2027
29132306;BEST LOCATION IN NEW YORK:PRIVATE MEDIUM SIZE ROOM;private room;120 dollars;Manhattan, Midtown;Alex;21/05/2022
29132322;Casa finca Zen Sanctuary Artist Home;Entire home/apt;95 dollars;Brooklyn, Williamsburg;Suanny;21/05/1930
29132459;Brooklyn with a view;Private room;45 dollars;Brooklyn, Fort Greene;Elma;21/05/2022
29132608;Elmhurst 1st Fl Rightl Bedroom;Private room;49 dollars;Queens, East Elmhurst;Rafael;21/07/2001
29132728;Cozy and spacious 1-bedroom apartment;Entire home/apt;175 dollars;Manhattan, Kips Bay;Leen;21/06/2014
29133320;HUGE LOFT IN HIP BUSHWICK 1 - NEAR 2 METROS;PRIVATE ROOM;70 dollars;Brooklyn, Bushwick;Luke & Madia;21/06/2019
29133389;Awesome Budget Private Room with 2 Beds;Private room;70 dollars;Brooklyn, Bedford-Stuyvesant;Joel And Julian;21/06/2023
29133513;Elmhurst 1st Floor BR w/ Pvt. Bath&Balcony;PRIVATE ROOM;59 dollars;Queens, East Elmhurst;Rafael;21/05/2024
29133980;LGA airport Apt. near Manhattan, JFK, Citi Field.;entire home/apt;99 dollars;Queens, East Elmhurst;Farhana;21/06/2024
29134543;Cozy Waterfront Space in Brooklyn;Entire home/apt;125 dollars;Brooklyn, Canarsie;Judyann;21/06/2026
29135220;Parisian Style Apartment in Heart of Brooklyn;ENTIRE HOME/APT;180 dollars;Brooklyn, Prospect Heights;Dora;21/06/2013
29135797;Stylish bright and newly renovated;Entire home/apt;187 dollars;Manhattan, East Village;Lena;21/01/2003
29136920;REDESIGNED LUX Studio&garden Park Slope Brooklyn!;entire home/apt;179 dollars;Brooklyn, South Slope;Sophia;21/06/2023
29144832;Luxurious home in the sky overlooking 5th Ave.;Entire home/apt;300 dollars;Manhattan, Midtown;Maka;21/02/2001
29146109;CozyPlace 20%off Week Pvt Entrance 18min Manhattan;Private room;96 dollars;Queens, Ditmars Steinway;Ivan;21/06/2017
29146373;Huge 1 Bedroom 3F in Authentic Brooklyn Brownstone;Private room;75 dollars;Brooklyn, Bedford-Stuyvesant;Vincent;21/07/2001
29146446;Charming 1 Bedroom on the best block in BK Heights;Entire home/apt;151 dollars;Brooklyn, Brooklyn Heights;Clarke;21/04/2018
29148367;Stunning 2 Bedroom in Soho;Entire home/apt;165 dollars;Manhattan, Little Italy;Corporate Housing;21/06/2027
29148550;Luxurious Apt Best Finishes & Location;Entire home/apt;125 dollars;Manhattan, Kips Bay;Corporate Housing;21/06/2020
29149612;Cute Private Room in Astoria Duplex;private room;87 dollars;Queens, Astoria;Nathalie;21/06/1930
29149618;Confortable room in East Village;Private room;100 dollars;Manhattan, Gramercy;Margaux;21/07/2007
29151631;The warm place;shared room;32 dollars;Queens, Bay Terrace;Charlotte;21/06/2023
29152037;Private artist bedroom in Bushwick, Brooklyn;Private room;50 dollars;Brooklyn, Bushwick;Sasha;21/06/2019
29152320;Gem of East New York;Entire home/apt;150 dollars;Brooklyn, East New York;Adonna;21/04/2028
29152795;Hostel- Twin-sized Bed in Shared Room in Brooklyn;Shared room;25 dollars;Brooklyn, Bushwick;Nick;21/06/2018
29152899;Private room in E. Williamsburg!  Budget friendly!;Private room;55 dollars;Brooklyn, Williamsburg;Andrea;21/06/2022
29153170;Nicely decorated apt with amazing private rooftop!;entire home/apt;200 dollars;Brooklyn, Crown Heights;Jean;21/06/2010
29153508;Spacious, brand-new Downtown Brooklyn apartment;Entire home/apt;135 dollars;Brooklyn, Downtown Brooklyn;Dora;21/07/2005
29155175;Private Sun-Drenched 1BR Brownstone Apt;ENTIRE HOME/APT;129 dollars;Brooklyn, Bedford-Stuyvesant;Kisha;21/07/2007
29157211;Angeles aparment;Entire home/apt;165 dollars;Queens, Richmond Hill;Walter;21/06/2024
29157794;Full size room for rent;PRIVATE ROOM;55 dollars;Queens, Elmhurst;Ismael;21/06/2029
29157984;Double Bedroom in Modern Manhattan Apartment;PRIVATE ROOM;59 dollars;Manhattan, Gramercy;Jessie;21/06/2021
29158199;ÌïúÏÑ± ÈüìÂüé Han C (2F);PRIVATE ROOM;45 dollars;Queens, Flushing;Kane;21/06/2020
29158470;South Slope Townhome;Entire home/apt;400 dollars;Brooklyn, Sunset Park;Jacqueline;21/04/2027
29158675;Amazing & Cozy Room, Same Street As The Subway!;Private room;75 dollars;Brooklyn, Bedford-Stuyvesant;Marcelo;21/06/2023
29158689;Brooklyn APT in heart of urban NYC hustle & bustle;Entire home/apt;125 dollars;Brooklyn, Bedford-Stuyvesant;Andrew;21/06/2021
29159486;Bright & Cheerful - Modern Style + Free Cleaning;Private room;39 dollars;Brooklyn, Bushwick;Marie & Tyler;21/05/1931
29159920;Suite East Side - FREE street parking & wifi;entire home/apt;195 dollars;Manhattan, Lower East Side;Joe;21/06/2021
29160008;Cobble Hill Alcove Studio;Entire home/apt;125 dollars;Brooklyn, Carroll Gardens;Joshua;21/05/2025
29160599;Private bedroom in Washington Heights;Private room;60 dollars;Manhattan, Washington Heights;Sonia And Lissette;21/06/2010
29161516;Cozy Private Room in Brooklyn;Private room;70 dollars;Brooklyn, Bushwick;Bo;21/06/2024
29162918;ELMHURST/FLUSHING 1ST FLOOR 3BEDROOM APT.;Entire home/apt;149 dollars;Queens, East Elmhurst;Rafael;21/06/2024
29162974;Private Room in a Recently Remodeled Apt  Bushwick;private room;100 dollars;Brooklyn, Bushwick;Andres;21/05/2026
29163083;Warm and Cozy two bedroom in prime Chelsea;Entire home/apt;320 dollars;Manhattan, Chelsea;George;21/06/2016
29165306;15% Discount - Cozy Room in LES with Backyard;PRIVATE ROOM;80 dollars;Manhattan, Lower East Side;Vince;21/06/2017
29165823;Sunny Newly Renovated Private Room - Bed-Stuy;private room;79 dollars;Brooklyn, Bedford-Stuyvesant;Uchenna;21/06/2012
29167257;Multicultural House II;Entire home/apt;100 dollars;Bronx, Concourse;Luis;21/06/1930
29171435;Gorgeous Brownstone Studio @ Central Park West;Entire home/apt;150 dollars;Manhattan, Upper West Side;Sasha;21/06/2028
29173351;1 Rm in 4 BR East Vil-King bd, Roof,prime location;PRIVATE ROOM;60 dollars;Manhattan, East Village;Joshua;21/03/2028
29174021;Cosy, friendly room in great part of Bed Stuy!;PRIVATE ROOM;41 dollars;Brooklyn, Bedford-Stuyvesant;Marian;21/06/2015
29176864;136 Apt 7;Entire home/apt;85 dollars;Manhattan, Upper West Side;Jonathan;21/02/2026
29176897;Semi-private bedroom. Close 2 Times Square;Shared room;69 dollars;Manhattan, Hell's Kitchen;Javier;21/06/2020
29178331;Farm house style in Bay Ridge (A);Private room;65 dollars;Brooklyn, Bay Ridge;Fon;21/01/2001
29178713;Farm house style home in Bay Ridge (B);Private room;65 dollars;Brooklyn, Bay Ridge;Fon;21/01/2009
29178995;Farm house style home in Bay Ridge (C);private room;65 dollars;Brooklyn, Bay Ridge;Fon;21/05/2005
29179815;Excellent Private Room;Private room;60 dollars;Brooklyn, Bedford-Stuyvesant;Ann;21/06/2002
29180542;Newly renovated duplex home in Central Harlem;Entire home/apt;159 dollars;Manhattan, Harlem;Tricia;21/06/2009
29181147;Cozy private room near Columbia University;Private room;70 dollars;Manhattan, Upper West Side;Zoe;21/01/2015
29181179;Charming  Studio Apartment at East Harlem.;Private room;110 dollars;Manhattan, East Harlem;Rafael;21/06/1930
29181281;A Suite with breathtaking views of NYC !;Private room;999 dollars;Manhattan, Theater District;Simi;21/02/2011
29181504;Over-sized amazing studio in East Village!;Entire home/apt;150 dollars;Manhattan, East Village;Oz;21/05/1930
29183047;Amber Bedroom;private room;49 dollars;Brooklyn, Bedford-Stuyvesant;Melissa;21/06/2024
29183204;Brand new private room in new building w Roofdeck;Private room;41 dollars;Brooklyn, Bedford-Stuyvesant;Alan;21/03/2017
29183470;Apatite Bedroom;PRIVATE ROOM;49 dollars;Brooklyn, Bedford-Stuyvesant;Melissa;21/06/2024
29183697;Citrine Bedroom;private room;65 dollars;Brooklyn, Bedford-Stuyvesant;Melissa;21/07/2003
29183838;Emerald Bedroom;Private room;49 dollars;Brooklyn, Bedford-Stuyvesant;Melissa;21/06/2018
29183932;Garnet Bedroom;Private room;49 dollars;Brooklyn, Bedford-Stuyvesant;Melissa;21/06/2005
29184026;Lava Bedroom;Private room;65 dollars;Brooklyn, Bedford-Stuyvesant;Melissa;21/06/2022
29184093;Opalite Bedroom;Private room;49 dollars;Brooklyn, Bedford-Stuyvesant;Melissa;21/07/2003
29184419;20 minutes from Manhattan, 1 block from subway;private room;50 dollars;Queens, Woodside;Jay;21/05/2026
29184626;Modern Bright Private Entry 3min to TRAIN near JFK;Private room;45 dollars;Brooklyn, Brownsville;Terry;21/07/2004
29184845;Haven In Harlem;Private room;60 dollars;Manhattan, Harlem;Lancelot;21/06/2019
29184981;Cute Apartment in Brooklyn;Private room;99 dollars;Brooklyn, Crown Heights;Sofia;21/06/2019
29186254;Mesmerized Penthouse;entire home/apt;225 dollars;Manhattan, NoHo;Anting;21/06/2006
29188542;SUN DRENCHED 1 BEDROOM IN THE LOWER EAST SIDE;ENTIRE HOME/APT;105 dollars;Manhattan, Chinatown;Stefanie;21/06/2018
29189777;Bed&Bushwick | Clean & Chic Apt, Close to Subway;ENTIRE HOME/APT;115 dollars;Brooklyn, Bushwick;Mella & Justin;21/07/2001
29190199;Quick walk to L Train, Free Cleaning & WiFi!;Private room;44 dollars;Brooklyn, Williamsburg;Martin & Steve;21/06/2009
29191564;GORGEOUS APARTMENT, PERFECT HARLEM LOCATION!;Entire home/apt;150 dollars;Manhattan, Harlem;Patrice;21/06/2014
29191862;Room in a Lovely Apartment in Upper East Side;Private room;150 dollars;Manhattan, Upper East Side;Amanda & Rafael;21/02/2010
29192462;Spacious apartment in front of Prospect Park;entire home/apt;110 dollars;Brooklyn, Crown Heights;Slava;21/06/2028
29202087;Modern WBurg Castle in w/ Park & Skyline Views;Entire home/apt;199 dollars;Brooklyn, Greenpoint;Jordan;21/02/2001
29203845;Chic & Charming Brownstone Apartment 2 Bed w/Patio;entire home/apt;180 dollars;Brooklyn, Bedford-Stuyvesant;Ana;21/06/2012
29205007;Parkside Place;Entire home/apt;200 dollars;Bronx, Norwood;Linda;21/07/2007
29205817;Little Safe Haven;Private room;80 dollars;Manhattan, Harlem;Lillian;21/07/2003
29205903;Hidden gem in LES with Access to Backyard, F train;Private room;78 dollars;Manhattan, Lower East Side;Vince;21/06/2016
29206535;Superior One Bedroom Apartment in Prime Brooklyn;PRIVATE ROOM;75 dollars;Brooklyn, Bushwick;Alan;21/05/2011
29209396;Room with King sized bed in the heart of Bushwick;Private room;50 dollars;Brooklyn, Bushwick;Rosie;21/06/2020
29210994;Orange Rm, 4bd rm Home Medical & Professional ONLY;private room;45 dollars;Brooklyn, Kensington;Myra;21/02/2028
29212737;PrivateRoom2/LGA&JFK&Citi field&Ê?ïÊãâÁõõ/BustoManhattan;PRIVATE ROOM;49 dollars;Queens, Whitestone;Babie;21/06/1930
29213095;Blue rm 4bdrm Home Medical & Professionals ONLY;PRIVATE ROOM;40 dollars;Brooklyn, Kensington;Myra;21/06/1930
29213401;PrivateRoom/LGA&JFK&Citi field&Ê?ïÊãâÁõõ/BustoManhattan;Private room;35 dollars;Queens, Whitestone;Babie;21/07/2006
29213886;Charming NEW Nordic Style 1-bed apartment;Entire home/apt;86 dollars;Brooklyn, Bushwick;K;21/07/2002
29215351;Private!  Entire loft near the waterfront!;Entire home/apt;96 dollars;Brooklyn, Williamsburg;Min;21/06/2004
29215541;Private Apartment;entire home/apt;150 dollars;Queens, Ozone Park;Aneel;21/07/2001
29216228;Sunny apartment in the heart of Greenpoint!;ENTIRE HOME/APT;110 dollars;Brooklyn, Greenpoint;Roger;21/06/2001
29216296;Feel at home!;PRIVATE ROOM;59 dollars;Queens, Kew Gardens;Dada;21/06/1930
29216706;NEW Perfect cozy 1 BDRM near JFK & Casino NYC LGA;ENTIRE HOME/APT;150 dollars;Queens, Jamaica;Carlton;21/07/2001
29216716;Sunny Room with Private Bath;PRIVATE ROOM;55 dollars;Brooklyn, Bedford-Stuyvesant;Marie;21/01/2003
29217721;Large 1 Bedroom Brownstone Apartment;Entire home/apt;89 dollars;Brooklyn, Bedford-Stuyvesant;Joseph;21/06/2022
29218719;Private room near Prospect Park;private room;55 dollars;Brooklyn, Prospect-Lefferts Gardens;Mariana;21/07/2005
29219456;2 Beds in Private Room 1- 20 minutes to Manhattan;Private room;65 dollars;Brooklyn, Bedford-Stuyvesant;Peter;21/06/2010
29220176;American Room @ Columbia Uni.;Private room;80 dollars;Manhattan, Morningside Heights;Elif;21/06/2017
29220410;Canadian Room @ Columbia Uni.;Private room;75 dollars;Manhattan, Morningside Heights;Elif;21/06/2011
29220437;Brooklyn home with character &  convenience;entire home/apt;90 dollars;Brooklyn, Brownsville;Debora;21/07/2007
29221565;Modern art-filled bedroom with vintage touch.;Private room;66 dollars;Brooklyn, Bushwick;Dio;21/06/2006
